time,away,full_name,fumbles_lost,home,homeaway,player_id,position,receiving_rec,receiving_tar,receiving_tds,receiving_yds,rushing_att,rushing_tds,rushing_yds,team,week,year
715,PHI,Shaun Draughn,0,CLE,1,00-0028202,RB,2,2,0,12,6,60,29,CLE,1,2012
715,PIT,DeAngelo Williams,0,DEN,0,00-0024242,RB,1,1,0,5,6,0,-1,PIT,1,2012
715,STL,Joique Bell,0,DET,1,00-0027218,RB,0,0,0,0,1,60,1,DET,1,2012
715,CIN,Cedric Peerman,0,BAL,0,00-0026932,RB,0,0,0,0,3,0,22,CIN,1,2012
715,SD,Taiwan Jones,0,OAK,1,00-0028063,RB,0,0,0,0,0,0,0,OAK,1,2012
715,WAS,Alfred Morris,0,NO,0,00-0029141,RB,0,0,0,0,28,120,96,WAS,1,2012
715,PHI,Robert Turbin,0,CLE,1,00-0029273,RB,1,1,0,2,2,0,5,CLE,1,2012
715,DAL,Darren McFadden,0,NYG,0,00-0026144,RB,13,18,0,86,15,0,32,DAL,1,2012
715,IND,Matt Forte,0,CHI,1,00-0026184,RB,3,6,0,40,16,60,80,CHI,1,2012
715,JAC,Matt Asiata,0,MIN,1,00-0028198,RB,1,1,0,2,0,0,0,MIN,1,2012
715,SD,Danny Woodhead,0,OAK,0,00-0026019,RB,0,0,0,0,6,0,20,SD,1,2012
715,BUF,LeSean McCoy,1,NYJ,0,00-0027029,RB,6,9,0,26,20,0,110,BUF,1,2012
715,CAR,Doug Martin,0,TB,1,00-0029613,RB,4,4,0,23,24,0,95,TB,1,2012
715,NE,Dexter McCluster,0,TEN,1,00-0027651,RB,6,10,0,82,0,0,0,TEN,1,2012
715,BUF,Stevan Ridley,0,NYJ,1,00-0028011,RB,2,3,0,27,21,60,125,NYJ,1,2012
715,ATL,Jamaal Charles,0,KC,1,00-0026213,RB,0,0,0,0,16,0,87,KC,1,2012
715,SD,Donald Brown,0,OAK,0,00-0027003,RB,0,2,0,0,9,60,48,SD,1,2012
715,NE,Travaris Cadet,0,TEN,0,00-0029205,RB,0,0,0,0,0,0,0,NE,1,2012
715,SEA,Fred Jackson,0,ARI,0,00-0024204,RB,0,0,0,0,6,0,15,SEA,1,2012
715,PHI,DeMarco Murray,0,CLE,0,00-0028009,RB,2,2,0,9,20,0,131,PHI,1,2012
715,BUF,Bilal Powell,0,NYJ,1,00-0028064,RB,1,1,0,16,3,0,10,NYJ,1,2012
715,DAL,Rashad Jennings,0,NYG,1,00-0027155,RB,1,1,0,9,8,0,31,NYG,1,2012
715,IND,Frank Gore,0,CHI,0,00-0023500,RB,1,1,0,1,16,60,112,IND,1,2012
715,SEA,Marshawn Lynch,0,ARI,0,00-0025399,RB,2,2,0,12,21,0,85,SEA,1,2012
715,PHI,Darren Sproles,0,CLE,0,00-0023564,RB,5,8,60,35,0,0,0,PHI,1,2012
715,SEA,Chris Johnson,0,ARI,1,00-0026164,RB,6,7,0,47,11,0,4,ARI,1,2012
715,JAC,Adrian Peterson,0,MIN,1,00-0025394,RB,1,1,0,3,17,120,84,MIN,1,2012
715,SF,Reggie Bush,0,GB,0,00-0024217,RB,6,6,0,46,14,0,69,SF,1,2012
715,STL,Isaiah Pead,0,DET,0,00-0029626,RB,0,0,0,0,0,0,0,STL,1,2012
715,WAS,Mark Ingram,0,NO,1,00-0027966,RB,0,1,0,0,6,0,15,NO,1,2012
715,JAC,Toby Gerhart,0,MIN,0,00-0027888,RB,1,1,0,8,6,0,18,JAC,1,2012
715,JAC,Bernard Pierce,0,MIN,0,00-0029264,RB,0,0,0,0,4,0,19,JAC,1,2012
715,NE,Brandon Bolden,0,TEN,0,00-0029239,RB,0,0,0,0,5,0,11,NE,1,2012
715,IND,Jacquizz Rodgers,0,CHI,1,00-0028083,RB,2,2,0,13,7,0,22,CHI,1,2012
715,WAS,C.J. Spiller,1,NO,1,00-0027861,RB,2,3,0,25,14,60,169,NO,1,2012
715,NE,LeGarrette Blount,0,TEN,0,00-0027325,RB,1,1,0,2,3,0,8,NE,1,2012
715,MIA,Arian Foster,0,HOU,1,00-0026796,RB,1,3,0,-4,26,120,79,HOU,1,2012
715,SD,Roy Helu,0,OAK,1,00-0028043,RB,3,3,0,25,2,0,2,OAK,1,2012
716,NYJ,DeAngelo Williams,0,PIT,1,00-0024242,RB,0,0,0,0,14,60,69,PIT,2,2012
716,CLE,Shaun Draughn,0,CIN,0,00-0028202,RB,1,2,0,23,5,0,56,CLE,2,2012
716,DET,Joique Bell,0,SF,0,00-0027218,RB,2,3,0,59,6,0,14,DET,2,2012
716,OAK,Lamar Miller,0,MIA,1,00-0029615,RB,0,0,0,0,10,60,65,MIA,2,2012
716,BAL,Justin Forsett,0,PHI,0,00-0026373,RB,0,0,0,0,6,0,35,BAL,2,2012
716,CLE,Cedric Peerman,0,CIN,1,00-0026932,RB,0,0,0,0,1,0,1,CIN,2,2012
716,OAK,Taiwan Jones,0,MIA,0,00-0028063,RB,0,0,0,0,0,0,0,OAK,2,2012
716,WAS,Alfred Morris,0,STL,0,00-0029141,RB,0,0,0,0,16,0,89,WAS,2,2012
716,CLE,Robert Turbin,0,CIN,0,00-0029273,RB,2,2,0,24,5,0,15,CLE,2,2012
716,DAL,Darren McFadden,0,SEA,0,00-0026144,RB,2,7,0,19,11,0,22,DAL,2,2012
716,CHI,Matt Forte,0,GB,0,00-0026184,RB,4,5,0,49,7,0,31,CHI,2,2012
716,TEN,Danny Woodhead,0,SD,1,00-0026019,RB,1,1,0,12,7,0,8,SD,2,2012
716,KC,LeSean McCoy,1,BUF,1,00-0027029,RB,2,3,0,8,25,60,81,BUF,2,2012
716,TB,Doug Martin,0,NYG,0,00-0029613,RB,0,3,0,0,20,60,66,TB,2,2012
716,NO,Jonathan Stewart,0,CAR,1,00-0026153,RB,1,1,60,17,11,0,51,CAR,2,2012
716,TEN,Dexter McCluster,0,SD,0,00-0027651,RB,4,5,0,32,0,0,0,TEN,2,2012
716,NYJ,Stevan Ridley,0,PIT,0,00-0028011,RB,3,4,0,24,18,0,71,NYJ,2,2012
716,KC,Jamaal Charles,0,BUF,0,00-0026213,RB,3,4,0,19,6,0,3,KC,2,2012
716,TEN,Donald Brown,0,SD,1,00-0027003,RB,0,0,0,0,16,0,45,SD,2,2012
716,BAL,DeMarco Murray,0,PHI,1,00-0028009,RB,4,4,0,31,12,0,44,PHI,2,2012
716,NYJ,Bilal Powell,0,PIT,0,00-0028064,RB,0,2,0,0,9,0,33,NYJ,2,2012
716,MIN,Frank Gore,0,IND,1,00-0023500,RB,2,4,0,16,17,60,89,IND,2,2012
716,DAL,Marshawn Lynch,0,SEA,1,00-0025399,RB,0,0,0,0,26,60,122,SEA,2,2012
716,BAL,Darren Sproles,0,PHI,1,00-0023564,RB,13,14,0,128,0,0,0,PHI,2,2012
716,ARI,Chris Johnson,0,NE,0,00-0026164,RB,2,3,0,11,8,0,17,ARI,2,2012
716,MIN,Adrian Peterson,0,IND,0,00-0025394,RB,3,3,0,20,16,0,60,MIN,2,2012
716,WAS,Isaiah Pead,0,STL,1,00-0029626,RB,0,0,0,0,0,0,0,STL,2,2012
716,DET,Reggie Bush,0,SF,1,00-0024217,RB,3,4,0,25,26,120,172,SF,2,2012
716,NO,Mark Ingram,0,CAR,0,00-0027966,RB,0,0,0,0,16,60,53,NO,2,2012
716,HOU,Toby Gerhart,0,JAC,1,00-0027888,RB,2,3,0,17,5,0,15,JAC,2,2012
716,HOU,Bernard Pierce,0,JAC,1,00-0029264,RB,0,0,0,0,3,0,4,JAC,2,2012
716,CHI,Jacquizz Rodgers,0,GB,0,00-0028083,RB,0,1,0,0,3,0,3,CHI,2,2012
716,NO,C.J. Spiller,0,CAR,0,00-0027861,RB,3,3,0,47,15,120,123,NO,2,2012
716,HOU,Arian Foster,0,JAC,0,00-0026796,RB,6,7,0,37,28,60,110,HOU,2,2012
716,OAK,Roy Helu,0,MIA,0,00-0028043,RB,1,1,0,0,0,0,0,OAK,2,2012
717,PIT,DeAngelo Williams,0,OAK,0,00-0024242,RB,2,2,0,23,11,0,50,PIT,3,2012
717,BUF,Shaun Draughn,0,CLE,1,00-0028202,RB,3,3,0,26,7,0,22,CLE,3,2012
717,DET,Joique Bell,0,TEN,0,00-0027218,RB,4,5,0,44,5,0,23,DET,3,2012
717,PHI,Ryan Mathews,1,ARI,0,00-0027864,RB,5,8,0,32,10,0,44,PHI,3,2012
717,HOU,Ronnie Hillman,0,DEN,1,00-0029683,RB,1,1,0,1,2,0,7,DEN,3,2012
717,NYJ,Lamar Miller,0,MIA,1,00-0029615,RB,0,0,0,0,9,0,48,MIA,3,2012
717,NE,Justin Forsett,0,BAL,1,00-0026373,RB,0,0,0,0,0,0,0,BAL,3,2012
717,CIN,Alfred Morris,0,WAS,1,00-0029141,RB,0,1,0,0,17,60,78,WAS,3,2012
717,TB,Darren McFadden,0,DAL,1,00-0026144,RB,2,2,0,2,18,60,113,DAL,3,2012
717,ATL,Danny Woodhead,0,SD,1,00-0026019,RB,1,2,0,9,15,60,34,SD,3,2012
717,BUF,LeSean McCoy,0,CLE,0,00-0027029,RB,3,3,0,8,13,0,70,BUF,3,2012
717,TB,Doug Martin,0,DAL,0,00-0029613,RB,2,3,0,21,19,0,53,TB,3,2012
717,DET,Dexter McCluster,1,TEN,1,00-0027651,RB,3,4,0,28,1,0,5,TEN,3,2012
717,NYJ,Stevan Ridley,0,MIA,0,00-0028011,RB,0,1,0,0,13,0,37,NYJ,3,2012
717,KC,Jamaal Charles,0,NO,0,00-0026213,RB,6,8,0,55,33,60,233,KC,3,2012
717,ATL,Donald Brown,0,SD,1,00-0027003,RB,1,1,0,39,18,0,62,SD,3,2012
717,PHI,DeMarco Murray,0,ARI,0,00-0028009,RB,3,4,0,17,18,60,38,PHI,3,2012
717,NYJ,Bilal Powell,0,MIA,0,00-0028064,RB,2,5,0,24,10,0,45,NYJ,3,2012
717,JAC,Frank Gore,1,IND,1,00-0023500,RB,1,2,0,9,12,0,63,IND,3,2012
717,GB,Marshawn Lynch,0,SEA,1,00-0025399,RB,1,1,0,1,25,0,98,SEA,3,2012
717,PHI,Darren Sproles,0,ARI,0,00-0023564,RB,0,3,0,0,7,0,62,PHI,3,2012
717,PHI,Chris Johnson,0,ARI,1,00-0026164,RB,1,2,0,5,14,0,24,ARI,3,2012
717,SF,Adrian Peterson,0,MIN,1,00-0025394,RB,2,4,0,21,25,0,86,MIN,3,2012
717,STL,Isaiah Pead,0,CHI,0,00-0029626,RB,1,1,0,4,0,0,0,STL,3,2012
717,SF,Reggie Bush,0,MIN,0,00-0024217,RB,1,1,0,1,10,0,61,SF,3,2012
717,KC,Mark Ingram,0,NO,1,00-0027966,RB,0,0,0,0,5,0,11,NO,3,2012
717,JAC,Toby Gerhart,2,IND,0,00-0027888,RB,2,4,0,20,8,0,18,JAC,3,2012
717,JAC,Bernard Pierce,0,IND,0,00-0029264,RB,1,1,0,10,4,0,17,JAC,3,2012
717,NE,Brandon Bolden,0,BAL,0,00-0029239,RB,0,0,0,0,2,60,4,NE,3,2012
717,STL,Jacquizz Rodgers,0,CHI,1,00-0028083,RB,5,5,60,35,10,0,32,CHI,3,2012
717,KC,C.J. Spiller,0,NO,1,00-0027861,RB,2,2,60,42,4,0,16,NO,3,2012
717,NE,LeGarrette Blount,0,BAL,0,00-0027325,RB,0,0,0,0,4,0,19,NE,3,2012
717,HOU,Arian Foster,0,DEN,0,00-0026796,RB,1,1,60,3,25,0,105,HOU,3,2012
717,PIT,Roy Helu,0,OAK,1,00-0028043,RB,3,3,0,20,0,0,0,OAK,3,2012
718,CLE,Shaun Draughn,1,BAL,0,00-0028202,RB,4,5,0,34,4,0,12,CLE,4,2012
718,PIT,DeAngelo Williams,0,OAK,0,00-0024242,RB,1,2,0,2,11,60,49,PIT,4,2012
718,MIN,Joique Bell,0,DET,1,00-0027218,RB,6,8,0,72,1,0,2,DET,4,2012
718,NYG,Ryan Mathews,0,PHI,1,00-0027864,RB,2,2,0,21,14,0,61,PHI,4,2012
718,OAK,Ronnie Hillman,0,DEN,1,00-0029683,RB,2,2,0,32,10,0,31,DEN,4,2012
718,MIA,Lamar Miller,0,ARI,0,00-0029615,RB,0,0,0,0,4,0,13,MIA,4,2012
718,CLE,Justin Forsett,0,BAL,1,00-0026373,RB,0,0,0,0,0,0,0,BAL,4,2012
718,CIN,Cedric Peerman,0,JAC,0,00-0026932,RB,0,0,0,0,1,0,48,CIN,4,2012
718,OAK,Taiwan Jones,0,DEN,0,00-0028063,RB,0,0,0,0,0,0,0,OAK,4,2012
718,WAS,Alfred Morris,0,TB,0,00-0029141,RB,1,2,0,-4,21,60,113,WAS,4,2012
718,CLE,Robert Turbin,0,BAL,0,00-0029273,RB,2,2,0,13,6,0,45,CLE,4,2012
718,CHI,Darren McFadden,0,DAL,1,00-0026144,RB,1,1,0,4,13,0,34,DAL,4,2012
718,CHI,Matt Forte,0,DAL,0,00-0026184,RB,1,1,0,-3,13,0,52,CHI,4,2012
718,SD,Danny Woodhead,0,KC,0,00-0026019,RB,2,2,60,23,0,0,0,SD,4,2012
718,NE,Anthony Dixon,0,BUF,1,00-0027772,RB,0,0,0,0,4,0,16,BUF,4,2012
718,NE,LeSean McCoy,0,BUF,1,00-0027029,RB,3,4,0,17,23,0,123,BUF,4,2012
718,WAS,Doug Martin,0,TB,1,00-0029613,RB,2,5,0,9,8,0,33,TB,4,2012
718,CAR,Jonathan Stewart,0,ATL,0,00-0026153,RB,1,1,0,8,10,0,40,CAR,4,2012
718,TEN,Dexter McCluster,0,HOU,0,00-0027651,RB,2,4,0,6,0,0,0,TEN,4,2012
718,SF,Stevan Ridley,0,NYJ,1,00-0028011,RB,0,0,0,0,22,120,106,NYJ,4,2012
718,SD,Jamaal Charles,2,KC,1,00-0026213,RB,3,4,60,23,17,60,92,KC,4,2012
718,SEA,Fred Jackson,1,STL,0,00-0024204,RB,3,3,0,50,13,0,29,SEA,4,2012
718,NE,Travaris Cadet,0,BUF,0,00-0029205,RB,0,0,0,0,0,0,0,NE,4,2012
718,NYG,DeMarco Murray,0,PHI,1,00-0028009,RB,7,7,0,57,11,0,24,PHI,4,2012
718,SF,Bilal Powell,0,NYJ,1,00-0028064,RB,0,3,0,0,4,0,11,NYJ,4,2012
718,NYG,Rashad Jennings,0,PHI,0,00-0027155,RB,1,1,0,-2,2,0,12,NYG,4,2012
718,JAC,Frank Gore,0,IND,1,00-0023500,RB,2,2,0,13,21,60,62,IND,4,2012
718,SEA,Marshawn Lynch,0,STL,0,00-0025399,RB,4,4,0,37,20,60,118,SEA,4,2012
718,NYG,Darren Sproles,0,PHI,1,00-0023564,RB,5,7,60,44,5,0,20,PHI,4,2012
718,NYG,Shane Vereen,0,PHI,0,00-0027994,RB,1,2,0,5,1,0,0,NYG,4,2012
718,MIA,Chris Johnson,0,ARI,1,00-0026164,RB,2,2,0,16,25,0,141,ARI,4,2012
718,MIN,Adrian Peterson,0,DET,0,00-0025394,RB,4,4,0,20,21,0,102,MIN,4,2012
718,SF,Reggie Bush,0,NYJ,0,00-0024217,RB,0,1,0,0,17,0,67,SF,4,2012
718,NO,Mark Ingram,0,GB,0,00-0027966,RB,1,1,0,-1,5,0,11,NO,4,2012
718,CIN,Bernard Pierce,0,JAC,1,00-0029264,RB,0,0,0,0,6,0,48,JAC,4,2012
718,CIN,Toby Gerhart,0,JAC,1,00-0027888,RB,1,1,0,8,3,0,8,JAC,4,2012
718,NE,Brandon Bolden,0,BUF,0,00-0029239,RB,1,1,0,11,16,60,137,NE,4,2012
718,CHI,Jacquizz Rodgers,0,DAL,0,00-0028083,RB,4,4,0,40,6,0,18,CHI,4,2012
718,NO,C.J. Spiller,1,GB,0,00-0027861,RB,2,2,0,5,8,0,33,NO,4,2012
718,NE,LeGarrette Blount,0,BUF,0,00-0027325,RB,0,0,0,0,6,60,17,NE,4,2012
718,TEN,Arian Foster,0,HOU,1,00-0026796,RB,1,2,0,8,24,60,86,HOU,4,2012
719,BAL,Jamaal Charles,0,KC,1,00-0026213,RB,3,3,0,21,30,0,140,KC,5,2012
719,CLE,Shaun Draughn,0,NYG,0,00-0028202,RB,1,1,0,5,12,0,40,CLE,5,2012
719,PHI,DeAngelo Williams,1,PIT,1,00-0024242,RB,0,2,0,0,6,0,6,PIT,5,2012
719,SD,Donald Brown,0,NO,0,00-0027003,RB,2,2,0,8,17,0,84,SD,5,2012
719,SEA,Fred Jackson,0,CAR,0,00-0024204,RB,1,1,0,5,9,0,29,SEA,5,2012
719,PHI,Ryan Mathews,0,PIT,0,00-0027864,RB,6,8,0,59,12,60,80,PHI,5,2012
719,DEN,Ronnie Hillman,0,NE,0,00-0029683,RB,1,1,0,4,3,0,9,DEN,5,2012
719,HOU,Bilal Powell,0,NYJ,1,00-0028064,RB,0,4,0,0,4,0,18,NYJ,5,2012
719,CLE,Rashad Jennings,0,NYG,1,00-0027155,RB,0,0,0,0,3,0,3,NYG,5,2012
719,BAL,Justin Forsett,0,KC,0,00-0026373,RB,0,0,0,0,4,0,6,BAL,5,2012
719,MIA,Cedric Peerman,0,CIN,1,00-0026932,RB,0,0,0,0,0,0,0,CIN,5,2012
719,GB,Frank Gore,0,IND,1,00-0023500,RB,0,0,0,0,14,60,106,IND,5,2012
719,ATL,Alfred Morris,0,WAS,1,00-0029141,RB,1,1,0,20,18,0,115,WAS,5,2012
719,SEA,Marshawn Lynch,0,CAR,0,00-0025399,RB,1,2,0,9,21,0,85,SEA,5,2012
719,CLE,Robert Turbin,0,NYG,0,00-0029273,RB,2,2,0,8,4,0,6,CLE,5,2012
719,PHI,Darren Sproles,0,PIT,0,00-0023564,RB,5,7,0,28,5,0,9,PHI,5,2012
719,CLE,Shane Vereen,0,NYG,1,00-0027994,RB,0,0,0,0,1,60,1,NYG,5,2012
719,ARI,Chris Johnson,1,STL,0,00-0026164,RB,1,1,0,5,15,0,24,ARI,5,2012
719,TEN,Adrian Peterson,0,MIN,1,00-0025394,RB,3,3,0,15,17,0,88,MIN,5,2012
719,CHI,Matt Forte,0,JAC,0,00-0026184,RB,2,4,0,20,22,0,107,CHI,5,2012
719,BUF,Reggie Bush,0,SF,1,00-0024217,RB,2,2,0,24,19,60,48,SF,5,2012
719,SD,Mark Ingram,0,NO,1,00-0027966,RB,0,0,0,0,5,0,16,NO,5,2012
719,TEN,Matt Asiata,0,MIN,1,00-0028198,RB,0,0,0,0,2,0,8,MIN,5,2012
719,CHI,Toby Gerhart,0,JAC,1,00-0027888,RB,0,0,0,0,6,0,41,JAC,5,2012
719,CHI,Bernard Pierce,0,JAC,1,00-0029264,RB,0,0,0,0,2,0,13,JAC,5,2012
719,SD,Danny Woodhead,0,NO,0,00-0026019,RB,1,1,0,25,7,0,47,SD,5,2012
719,BUF,Anthony Dixon,0,SF,0,00-0027772,RB,0,0,0,0,4,60,21,BUF,5,2012
719,DEN,Brandon Bolden,0,NE,1,00-0029239,RB,1,1,0,0,14,0,54,NE,5,2012
719,CHI,Jacquizz Rodgers,0,JAC,0,00-0028083,RB,1,2,0,8,3,0,4,CHI,5,2012
719,BUF,LeSean McCoy,0,SF,0,00-0027029,RB,4,5,60,27,16,0,53,BUF,5,2012
719,SD,C.J. Spiller,0,NO,1,00-0027861,RB,0,1,0,0,7,0,24,NO,5,2012
719,SEA,Jonathan Stewart,0,CAR,1,00-0026153,RB,2,4,0,15,4,0,16,CAR,5,2012
719,TEN,Dexter McCluster,0,MIN,0,00-0027651,RB,0,0,0,0,0,0,0,TEN,5,2012
719,HOU,Arian Foster,0,NYJ,0,00-0026796,RB,1,4,0,16,29,60,152,HOU,5,2012
719,HOU,Stevan Ridley,1,NYJ,1,00-0028011,RB,0,0,0,0,28,60,151,NYJ,5,2012
720,KC,Jamaal Charles,0,TB,0,00-0026213,RB,2,3,0,7,12,0,40,KC,6,2012
720,CIN,Shaun Draughn,0,CLE,1,00-0028202,RB,3,4,0,12,11,0,11,CLE,6,2012
720,DET,Joique Bell,0,PHI,0,00-0027218,RB,1,2,0,3,7,0,38,DET,6,2012
720,NE,Fred Jackson,1,SEA,1,00-0024204,RB,5,6,0,30,16,60,53,SEA,6,2012
720,DET,Ryan Mathews,0,PHI,1,00-0027864,RB,4,5,0,19,22,0,74,PHI,6,2012
720,DET,DeMarco Murray,0,PHI,1,00-0028009,RB,1,1,0,4,14,0,93,PHI,6,2012
720,DEN,Ronnie Hillman,0,SD,0,00-0029683,RB,0,0,0,0,2,0,3,DEN,6,2012
720,IND,Bilal Powell,0,NYJ,1,00-0028064,RB,1,2,0,1,4,0,14,NYJ,6,2012
720,DAL,Justin Forsett,0,BAL,1,00-0026373,RB,1,1,0,18,7,0,47,BAL,6,2012
720,CIN,Cedric Peerman,0,CLE,0,00-0026932,RB,8,8,0,76,1,0,7,CIN,6,2012
720,GB,James Starks,0,HOU,0,00-0027791,RB,0,0,0,0,5,0,11,GB,6,2012
720,IND,Frank Gore,0,NYJ,0,00-0023500,RB,4,4,0,20,8,0,36,IND,6,2012
720,MIN,Alfred Morris,0,WAS,1,00-0029141,RB,1,2,0,9,16,60,47,WAS,6,2012
720,NE,Marshawn Lynch,0,SEA,1,00-0025399,RB,1,1,0,11,15,0,41,SEA,6,2012
720,CIN,Robert Turbin,0,CLE,1,00-0029273,RB,2,2,0,21,5,0,27,CLE,6,2012
720,DAL,Lance Dunbar,0,BAL,0,00-0029004,RB,0,0,0,0,1,0,11,DAL,6,2012
720,DAL,Darren McFadden,1,BAL,0,00-0026144,RB,3,4,0,28,27,60,70,DAL,6,2012
720,NYG,Shane Vereen,0,SF,0,00-0027994,RB,0,0,0,0,0,0,0,NYG,6,2012
720,BUF,Chris Johnson,0,ARI,1,00-0026164,RB,4,4,0,23,19,0,91,ARI,6,2012
720,MIN,Adrian Peterson,0,WAS,0,00-0025394,RB,7,8,0,50,17,0,79,MIN,6,2012
720,NYG,Reggie Bush,0,SF,1,00-0024217,RB,5,7,0,44,12,0,17,SF,6,2012
720,STL,Isaiah Pead,0,MIA,0,00-0029626,RB,1,1,0,3,0,0,0,STL,6,2012
720,CHI,Toby Gerhart,0,JAC,1,00-0027888,RB,2,3,0,10,1,0,1,JAC,6,2012
720,CHI,Bernard Pierce,0,JAC,1,00-0029264,RB,1,1,0,6,4,0,21,JAC,6,2012
720,DEN,Danny Woodhead,0,SD,1,00-0026019,RB,5,5,0,46,4,0,25,SD,6,2012
720,NE,Brandon Bolden,0,SEA,0,00-0029239,RB,0,0,0,0,6,0,28,NE,6,2012
720,CHI,Jacquizz Rodgers,0,JAC,0,00-0028083,RB,3,4,0,21,2,0,-2,CHI,6,2012
720,BUF,LeSean McCoy,0,ARI,0,00-0027029,RB,7,8,60,26,14,0,22,BUF,6,2012
720,SD,C.J. Spiller,0,NO,1,00-0027861,RB,4,5,0,22,12,60,88,NO,6,2012
720,KC,Doug Martin,0,TB,1,00-0029613,RB,2,4,0,55,13,0,76,TB,6,2012
720,NE,LeGarrette Blount,0,SEA,0,00-0027325,RB,0,0,0,0,7,60,58,NE,6,2012
720,PIT,Dexter McCluster,0,TEN,1,00-0027651,RB,6,8,0,39,0,0,0,TEN,6,2012
720,GB,Arian Foster,0,HOU,1,00-0026796,RB,1,3,0,12,17,120,29,HOU,6,2012
720,IND,Stevan Ridley,0,NYJ,1,00-0028011,RB,1,2,0,0,16,0,34,NYJ,6,2012
721,PIT,DeAngelo Williams,0,CIN,0,00-0024242,RB,0,0,0,0,2,0,4,PIT,7,2012
721,DET,Joique Bell,1,CHI,0,00-0027218,RB,3,4,0,16,3,0,13,DET,7,2012
721,SEA,Fred Jackson,0,SF,0,00-0024204,RB,8,11,60,49,9,0,71,SEA,7,2012
721,NYJ,Travaris Cadet,0,NE,1,00-0029205,RB,0,0,0,0,0,0,0,NE,7,2012
721,WAS,Rashad Jennings,0,NYG,1,00-0027155,RB,7,9,0,58,21,60,44,NYG,7,2012
721,BAL,Justin Forsett,0,HOU,0,00-0026373,RB,0,0,0,0,6,0,32,BAL,7,2012
721,PIT,Cedric Peerman,0,CIN,1,00-0026932,RB,0,0,0,0,1,60,5,CIN,7,2012
721,CLE,Frank Gore,0,IND,1,00-0023500,RB,5,6,0,51,16,0,131,IND,7,2012
721,WAS,Alfred Morris,1,NYG,0,00-0029141,RB,2,2,0,10,22,0,120,WAS,7,2012
721,SEA,Marshawn Lynch,0,SF,0,00-0025399,RB,1,2,0,13,19,0,103,SEA,7,2012
721,CLE,Robert Turbin,0,IND,0,00-0029273,RB,0,1,0,0,4,0,17,CLE,7,2012
721,DAL,Lance Dunbar,0,CAR,0,00-0029004,RB,0,0,0,0,0,0,0,DAL,7,2012
721,DAL,Darren McFadden,0,CAR,0,00-0026144,RB,4,7,0,28,19,0,53,DAL,7,2012
721,DET,Darren Sproles,0,PHI,1,00-0023564,RB,4,4,60,32,5,0,27,PHI,7,2012
721,WAS,Shane Vereen,0,NYG,1,00-0027994,RB,1,1,0,10,8,0,49,NYG,7,2012
721,ARI,Chris Johnson,0,MIN,0,00-0026164,RB,1,2,0,3,18,120,195,ARI,7,2012
721,ARI,Adrian Peterson,0,MIN,1,00-0025394,RB,2,4,0,6,23,60,153,MIN,7,2012
721,BAL,Jonathan Grimes,0,HOU,1,00-0029510,RB,1,1,0,3,1,0,1,HOU,7,2012
721,DET,Matt Forte,0,CHI,1,00-0026184,RB,3,5,0,4,22,0,96,CHI,7,2012
721,GB,Isaiah Pead,0,STL,1,00-0029626,RB,0,0,0,0,1,0,1,STL,7,2012
721,NO,Mark Ingram,0,TB,0,00-0027966,RB,0,0,0,0,7,0,21,NO,7,2012
721,JAC,Toby Gerhart,0,OAK,0,00-0027888,RB,0,0,0,0,1,0,1,JAC,7,2012
721,DEN,Danny Woodhead,0,SD,1,00-0026019,RB,4,4,0,29,6,0,17,SD,7,2012
721,NO,C.J. Spiller,0,TB,0,00-0027861,RB,6,6,0,32,12,0,70,NO,7,2012
721,NO,Doug Martin,0,TB,1,00-0029613,RB,3,3,0,37,16,60,85,TB,7,2012
721,DAL,Jonathan Stewart,0,CAR,1,00-0026153,RB,3,4,0,11,10,0,35,CAR,7,2012
721,NYJ,LeGarrette Blount,0,NE,1,00-0027325,RB,0,1,0,0,5,0,-2,NE,7,2012
721,BAL,Arian Foster,0,HOU,1,00-0026796,RB,1,5,0,5,19,120,98,HOU,7,2012
721,NYJ,Stevan Ridley,0,NE,0,00-0028011,RB,0,0,0,0,17,0,65,NYJ,7,2012
722,OAK,Jamaal Charles,0,KC,1,00-0026213,RB,3,3,0,6,5,0,4,KC,8,2012
722,WAS,DeAngelo Williams,0,PIT,1,00-0024242,RB,0,0,0,0,11,0,33,PIT,8,2012
722,SD,Shaun Draughn,0,CLE,1,00-0028202,RB,1,2,0,7,2,0,7,CLE,8,2012
722,SD,Donald Brown,0,CLE,0,00-0027003,RB,0,1,0,0,14,0,80,SD,8,2012
722,SEA,Joique Bell,0,DET,1,00-0027218,RB,4,4,0,33,7,0,25,DET,8,2012
722,ATL,Ryan Mathews,1,PHI,1,00-0027864,RB,2,4,0,9,24,0,95,PHI,8,2012
722,NO,Ronnie Hillman,0,DEN,1,00-0029683,RB,1,1,0,-4,14,0,86,DEN,8,2012
722,NYG,Rashad Jennings,1,DAL,0,00-0027155,RB,6,8,0,56,17,0,59,NYG,8,2012
722,BAL,Chris Polk,0,HOU,1,00-0029438,RB,0,0,0,0,0,0,0,HOU,8,2012
722,JAC,James Starks,0,GB,1,00-0027791,RB,1,2,0,9,1,0,8,GB,8,2012
722,IND,Frank Gore,0,TEN,0,00-0023500,RB,1,1,0,11,16,0,55,IND,8,2012
722,WAS,Alfred Morris,0,PIT,0,00-0029141,RB,0,0,0,0,13,0,59,WAS,8,2012
