DateTime,Favorite,Spread,Underdog,Total,Money_Odds,Week,Year,Month,Weekday,Favorite_Abbr,Underdog_Abbr
10/17/10 16:05,NY Jets,-3.5,At Denver,43,-$200 +$170,6,2010,10,Sun,NYJ,DEN
10/17/10 16:05,At San Francisco,-7.5,Oakland,41,-$355 +$295,6,2010,10,Sun,SF,OAK
10/17/10 16:15,At Minnesota,-1.5,Dallas,43.5,-$125 +$105,6,2010,10,Sun,MIN,DAL
10/17/10 20:20,Indianapolis,-3,At Washington,44.5,-$170 +$150,6,2010,10,Sun,IND,WAS
10/25/10 20:35,At Dallas,-3.5,NY Giants,45,-$185 +$165,7,2010,10,Mon,DAL,NYG
10/24/10 13:00,Pittsburgh,-3,At Miami,40.5,-$150 +$130,7,2010,10,Sun,PIT,MIA
10/24/10 13:00,At Atlanta,-3.5,Cincinnati,43,-$200 +$175,7,2010,10,Sun,ATL,CIN
10/24/10 13:00,At Kansas City,-9,Jacksonville,38.5,-$430 +$340,7,2010,10,Sun,KC,JAC
10/24/10 13:00,At Tennessee,-3,Philadelphia,41.5,-$145 +$125,7,2010,10,Sun,TEN,PHI
10/24/10 13:00,At Chicago,-3,Washington,40,-$160 +$140,7,2010,10,Sun,CHI,WAS
10/24/10 13:00,At New Orleans,-12.5,Cleveland,44,-$725 +$525,7,2010,10,Sun,NO,CLE
10/24/10 13:00,At Baltimore,-12.5,Buffalo,39.5,-$700 +$500,7,2010,10,Sun,BAL,BUF
10/24/10 13:00,San Francisco,-2,At Carolina,35.5,-$130 +$110,7,2010,10,Sun,SF,CAR
10/24/10 13:00,At Tampa Bay,-3,St. Louis,39,-$165 +$145,7,2010,10,Sun,TB,STL
10/24/10 16:05,At Seattle,-6.5,Arizona,40.5,-$300 +$250,7,2010,10,Sun,SEA,ARI
10/24/10 16:15,At San Diego,-2.5,New England,49,-$135 +$115,7,2010,10,Sun,SD,NE
10/24/10 16:15,At Denver,-7,Oakland,42.5,-$330 +$270,7,2010,10,Sun,DEN,OAK
10/24/10 20:20,At Green Bay,-2.5,Minnesota,44,-$140 +$120,7,2010,10,Sun,GB,MIN
11/1/10 20:35,At Indianapolis,-5.5,Houston,50.5,-$250 +$210,8,2010,11,Mon,IND,HOU
10/31/10 13:00,San Francisco,-2,Denver,41.5,-$135 +$115,8,2010,10,Sun,SF,DEN
10/31/10 13:00,At Dallas,-6.5,Jacksonville,43.5,-$300 +$250,8,2010,10,Sun,DAL,JAC
10/31/10 13:00,At Detroit,-2.5,Washington,45,-$145 +$125,8,2010,10,Sun,DET,WAS
10/31/10 13:00,At NY Jets,-6.5,Green Bay,41.5,-$285 +$245,8,2010,10,Sun,NYJ,GB
10/31/10 13:00,At St. Louis,-2.5,Carolina,37.5,-$140 +$120,8,2010,10,Sun,STL,CAR
10/31/10 13:00,At Cincinnati,0,Miami,44.5,-$110 -$110,8,2010,10,Sun,CIN,MIA
10/31/10 13:00,At Kansas City,-7,Buffalo,45.5,-$325 +$265,8,2010,10,Sun,KC,BUF
10/31/10 16:05,At San Diego,-5.5,Tennessee,44.5,-$245 +$205,8,2010,10,Sun,SD,TEN
10/31/10 16:15,At Arizona,-3,Tampa Bay,38,-$170 +$150,8,2010,10,Sun,ARI,TB
10/31/10 16:15,At Oakland,-2,Seattle,40,-$130 +$110,8,2010,10,Sun,OAK,SEA
10/31/10 16:15,At New England,-5,Minnesota,44.5,-$235 +$195,8,2010,10,Sun,NE,MIN
10/31/10 20:20,At New Orleans,-1.5,Pittsburgh,45,-$125 +$105,8,2010,10,Sun,NO,PIT
11/8/10 20:35,Pittsburgh,-5,At Cincinnati,41,-$245 +$205,9,2010,11,Mon,PIT,CIN
11/7/10 13:00,Chicago,-3,At Buffalo,41.5,-$150 +$130,9,2010,11,Sun,CHI,BUF
11/7/10 13:00,San Diego,-3,At Houston,50,-$150 +$130,9,2010,11,Sun,SD,HOU
11/7/10 13:00,New Orleans,-6,At Carolina,40.5,-$265 +$235,9,2010,11,Sun,NO,CAR
11/7/10 13:00,At Minnesota,-7.5,Arizona,42.5,-$340 +$280,9,2010,11,Sun,MIN,ARI
11/7/10 13:00,At Atlanta,-10,Tampa Bay,45,-$500 +$400,9,2010,11,Sun,ATL,TB
11/7/10 13:00,NY Jets,-5.5,At Detroit,42,-$250 +$210,9,2010,11,Sun,NYJ,DET
11/7/10 13:00,At Baltimore,-5.5,Miami,41,-$235 +$195,9,2010,11,Sun,BAL,MIA
11/7/10 13:00,New England,-4,At Cleveland,44,-$210 +$180,9,2010,11,Sun,NE,CLE
11/7/10 16:05,NY Giants,-7,At Seattle,40.5,-$340 +$280,9,2010,11,Sun,NYG,SEA
11/7/10 16:15,Kansas City,-1,At Oakland,41,-$120 +$100,9,2010,11,Sun,KC,OAK
11/7/10 16:15,At Philadelphia,-3,Indianapolis,46.5,-$170 +$150,9,2010,11,Sun,PHI,IND
11/7/10 20:25,At Green Bay,-7.5,Dallas,46,-$340 +$280,9,2010,11,Sun,GB,DAL
11/11/10 20:20,At Atlanta,-1,Baltimore,44,-$120 +$100,10,2010,11,Thu,ATL,BAL
11/15/10 20:35,Philadelphia,-3,At Washington,44,-$175 +$155,10,2010,11,Mon,PHI,WAS
11/14/10 13:00,At Indianapolis,-7,Cincinnati,47,-$330 +$260,10,2010,11,Sun,IND,CIN
11/14/10 13:00,At Jacksonville,-1,Houston,48.5,-$120 +$100,10,2010,11,Sun,JAC,HOU
11/14/10 13:00,At Miami,-1,Tennessee,43,-$120 +$100,10,2010,11,Sun,MIA,TEN
11/14/10 13:00,Minnesota,-1,At Chicago,40.5,-$120 +$100,10,2010,11,Sun,MIN,CHI
11/14/10 13:00,At Buffalo,-1.5,Detroit,45,-$125 +$105,10,2010,11,Sun,BUF,DET
11/14/10 13:00,NY Jets,-3,At Cleveland,37,-$185 +$165,10,2010,11,Sun,NYJ,CLE
11/14/10 13:00,At Tampa Bay,-7,Carolina,37,-$320 +$250,10,2010,11,Sun,TB,CAR
11/14/10 16:05,Kansas City,-1,At Denver,44.5,-$120 +$100,10,2010,11,Sun,KC,DEN
11/14/10 16:15,At San Francisco,-5,St. Louis,38.5,-$210 +$180,10,2010,11,Sun,SF,STL
11/14/10 16:15,At Arizona,-3.5,Seattle,41,-$205 +$175,10,2010,11,Sun,ARI,SEA
11/14/10 16:15,At NY Giants,-12,Dallas,46,-$575 +$425,10,2010,11,Sun,NYG,DAL
11/14/10 20:25,At Pittsburgh,-4.5,New England,45,-$200 +$175,10,2010,11,Sun,PIT,NE
11/18/10 20:20,At Miami,-2.5,Chicago,40,-$140 +$120,11,2010,11,Thu,MIA,CHI
11/22/10 20:35,At San Diego,-9,Denver,50,-$420 +$330,11,2010,11,Mon,SD,DEN
11/21/10 13:00,At Pittsburgh,-7,Oakland,41,-$320 +$260,11,2010,11,Sun,PIT,OAK
11/21/10 13:00,At NY Jets,-6.5,Houston,46,-$290 +$240,11,2010,11,Sun,NYJ,HOU
11/21/10 13:00,Baltimore,-13,At Carolina,37,-$900 +$650,11,2010,11,Sun,BAL,CAR
11/21/10 13:00,At Tennessee,-7,Washington,44,-$325 +$260,11,2010,11,Sun,TEN,WAS
11/21/10 13:00,At Dallas,-5.5,Detroit,47.5,-$250 +$210,11,2010,11,Sun,DAL,DET
11/21/10 13:00,Green Bay,-3,At Minnesota,44.5,-$160 +$140,11,2010,11,Sun,GB,MIN
11/21/10 13:00,At Cincinnati,-4.5,Buffalo,41,-$225 +$185,11,2010,11,Sun,CIN,BUF
11/21/10 13:00,At Jacksonville,-2.5,Cleveland,43,-$140 +$120,11,2010,11,Sun,JAC,CLE
11/21/10 13:00,At Kansas City,-7,Arizona,45,-$340 +$280,11,2010,11,Sun,KC,ARI
11/21/10 16:05,At New Orleans,-11,Seattle,44.5,-$575 +$425,11,2010,11,Sun,NO,SEA
11/21/10 16:05,Atlanta,-3.5,At St. Louis,43,-$185 +$165,11,2010,11,Sun,ATL,STL
11/21/10 16:05,At San Francisco,-3.5,Tampa Bay,41.5,-$190 +$170,11,2010,11,Sun,SF,TB
11/21/10 16:15,At New England,-4.5,Indianapolis,49.5,-$210 +$180,11,2010,11,Sun,NE,IND
11/21/10 20:20,At Philadelphia,-3.5,NY Giants,47.5,-$195 +$170,11,2010,11,Sun,PHI,NYG
11/25/10 12:30,New England,-6,At Detroit,50.5,-$285 +$235,12,2010,11,Thu,NE,DET
11/25/10 16:15,New Orleans,-4.5,At Dallas,48.5,-$225 +$185,12,2010,11,Thu,NO,DAL
11/25/10 20:20,At NY Jets,-10,Cincinnati,43.5,-$500 +$400,12,2010,11,Thu,NYJ,CIN
11/29/10 20:35,San Francisco,-2,At Arizona,41.5,-$130 +$110,12,2010,11,Mon,SF,ARI
11/28/10 13:00,Minnesota,-2,At Washington,43.5,-$135 +$115,12,2010,11,Sun,MIN,WAS
11/28/10 13:00,Pittsburgh,-6.5,At Buffalo,43.5,-$300 +$250,12,2010,11,Sun,PIT,BUF
11/28/10 13:00,At Houston,-5,Tennessee,46.5,-$230 +$190,12,2010,11,Sun,HOU,TEN
11/28/10 13:00,At NY Giants,-7.5,Jacksonville,43.5,-$345 +$285,12,2010,11,Sun,NYG,JAC
11/28/10 13:00,At Cleveland,-8,Carolina,37.5,-$370 +$310,12,2010,11,Sun,CLE,CAR
11/28/10 16:15,At Baltimore,-7.5,Tampa Bay,41.5,-$340 +$280,12,2010,11,Sun,BAL,TB
11/28/10 16:15,Philadelphia,-3,At Chicago,42,-$165 +$145,12,2010,11,Sun,PHI,CHI
11/28/10 13:00,At Atlanta,-2,Green Bay,47.5,-$135 +$115,12,2010,11,Sun,ATL,GB
11/28/10 16:05,At Oakland,-3,Miami,38,-$145 +$125,12,2010,11,Sun,OAK,MIA
11/28/10 16:05,Kansas City,-1.5,At Seattle,45,-$125 +$105,12,2010,11,Sun,KC,SEA
11/28/10 16:15,At Denver,-3,St. Louis,46.5,-$180 +$160,12,2010,11,Sun,DEN,STL
11/28/10 20:20,At Indianapolis,-2,San Diego,50.5,-$135 +$115,12,2010,11,Sun,IND,SD
12/2/10 20:20,At Philadelphia,-8,Houston,51,-$380 +$320,13,2010,12,Thu,PHI,HOU
12/6/10 20:35,At New England,-4,NY Jets,44.5,-$215 +$180,13,2010,12,Mon,NE,NYJ
12/5/10 13:00,At Minnesota,-5.5,Buffalo,43.5,-$245 +$205,13,2010,12,Sun,MIN,BUF
12/5/10 13:00,At Miami,-5.5,Cleveland,43.5,-$245 +$205,13,2010,12,Sun,MIA,CLE
12/5/10 13:00,At Tennessee,-3,Jacksonville,43.5,-$180 +$160,13,2010,12,Sun,TEN,JAC
12/5/10 13:00,At Kansas City,-8,Denver,48,-$380 +$320,13,2010,12,Sun,KC,DEN
12/5/10 13:00,At NY Giants,-7.5,Washington,43,-$360 +$300,13,2010,12,Sun,NYG,WAS
12/5/10 13:00,Chicago,-5.5,At Detroit,43.5,-$255 +$215,13,2010,12,Sun,CHI,DET
12/5/10 13:00,At Green Bay,-9,San Francisco,41,-$450 +$350,13,2010,12,Sun,GB,SF
12/5/10 13:00,New Orleans,-6.5,At Cincinnati,45,-$280 +$240,13,2010,12,Sun,NO,CIN
12/5/10 16:15,Atlanta,-3,At Tampa Bay,43,-$150 +$130,13,2010,12,Sun,ATL,TB
12/5/10 16:05,At San Diego,-13,Oakland,45,-$700 +$500,13,2010,12,Sun,SD,OAK
12/5/10 16:15,At Seattle,-5,Carolina,40.5,-$230 +$195,13,2010,12,Sun,SEA,CAR
12/5/10 16:15,At Indianapolis,-6,Dallas,48,-$265 +$225,13,2010,12,Sun,IND,DAL
12/5/10 16:15,St. Louis,-3,At Arizona,44,-$180 +$160,13,2010,12,Sun,STL,ARI
12/5/10 20:20,At Baltimore,-3,Pittsburgh,38.5,-$180 +$160,13,2010,12,Sun,BAL,PIT
12/9/10 20:20,Indianapolis,-3.5,At Tennessee,44,-$185 +$160,14,2010,12,Thu,IND,TEN
12/13/10 20:35,Baltimore,-3,At Houston,46.5,-$150 +$130,14,2010,12,Mon,BAL,HOU
12/13/10 19:20,NY Giants,-5,At Minnesota,43.5,-$240 +$200,14,2010,12,Mon,NYG,MIN
12/12/10 13:00,At Jacksonville,-3.5,Oakland,41.5,-$195 +$170,14,2010,12,Sun,JAC,OAK
12/12/10 13:00,At Pittsburgh,-8.5,Cincinnati,39.5,-$400 +$320,14,2010,12,Sun,PIT,CIN
12/12/10 16:15,New England,-3,At Chicago,37,-$150 +$130,14,2010,12,Sun,NE,CHI
12/12/10 13:00,At Buffalo,0,Cleveland,39,-$110 -$110,14,2010,12,Sun,BUF,CLE
12/12/10 13:00,Green Bay,-7,At Detroit,46,-$310 +$250,14,2010,12,Sun,GB,DET
12/12/10 13:00,Atlanta,-7.5,At Carolina,41.5,-$350 +$290,14,2010,12,Sun,ATL,CAR
12/12/10 13:00,Tampa Bay,-1.5,At Washington,41,-$125 +$105,14,2010,12,Sun,TB,WAS
12/12/10 16:05,At New Orleans,-9.5,St. Louis,47,-$450 +$350,14,2010,12,Sun,NO,STL
12/12/10 16:05,At San Francisco,-4.5,Seattle,42.5,-$220 +$180,14,2010,12,Sun,SF,SEA
12/12/10 16:15,At NY Jets,-5,Miami,37.5,-$230 +$190,14,2010,12,Sun,NYJ,MIA
12/12/10 16:15,Denver,-4,At Arizona,44.5,-$200 +$170,14,2010,12,Sun,DEN,ARI
12/12/10 16:15,At San Diego,-10,Kansas City,45.5,-$550 +$425,14,2010,12,Sun,SD,KC
12/12/10 20:20,Philadelphia,-4.5,At Dallas,51,-$220 +$185,14,2010,12,Sun,PHI,DAL
12/16/10 20:20,At San Diego,-10,San Francisco,44.5,-$600 +$450,15,2010,12,Thu,SD,SF
12/20/10 20:35,Chicago,-5.5,At Minnesota,34.5,-$245 +$205,15,2010,12,Mon,CHI,MIN
12/19/10 13:00,At St. Louis,-3,Kansas City,42.5,-$150 +$130,15,2010,12,Sun,STL,KC
12/19/10 13:00,At Tennessee,-1.5,Houston,47,-$130 +$110,15,2010,12,Sun,TEN,HOU
12/19/10 13:00,At Indianapolis,-4.5,Jacksonville,48,-$220 +$185,15,2010,12,Sun,IND,JAC
12/19/10 13:00,At Carolina,-2.5,Arizona,37.5,-$140 +$120,15,2010,12,Sun,CAR,ARI
12/19/10 13:00,At Cincinnati,0,Cleveland,41.5,-$110 -$110,15,2010,12,Sun,CIN,CLE
12/19/10 13:00,At Miami,-5.5,Buffalo,40,-$250 +$210,15,2010,12,Sun,MIA,BUF
12/19/10 13:00,At NY Giants,-3,Philadelphia,47,-$155 +$135,15,2010,12,Sun,NYG,PHI
12/19/10 13:00,At Dallas,-9.5,Washington,44,-$450 +$360,15,2010,12,Sun,DAL,WAS
12/19/10 13:00,At Tampa Bay,-4,Detroit,43,-$210 +$175,15,2010,12,Sun,TB,DET
12/19/10 13:00,At Baltimore,-2,New Orleans,45,-$135 +$115,15,2010,12,Sun,BAL,NO
12/19/10 16:05,Atlanta,-5.5,At Seattle,46.5,-$250 +$210,15,2010,12,Sun,ATL,SEA
12/19/10 16:15,At Pittsburgh,-3.5,NY Jets,36,-$190 +$165,15,2010,12,Sun,PIT,NYJ
12/19/10 16:15,At Oakland,-8,Denver,41.5,-$380 +$315,15,2010,12,Sun,OAK,DEN
12/19/10 20:20,At New England,-14.5,Green Bay,43.5,-$1000 +$700,15,2010,12,Sun,NE,GB
12/25/10 19:30,Dallas,-7,At Arizona,45,-$330 +$260,16,2010,12,Sat,DAL,ARI
12/23/10 20:20,At Pittsburgh,-14,Carolina,37.5,-$1250 +$800,16,2010,12,Thu,PIT,CAR
12/28/10 20:00,At Philadelphia,-14,Minnesota,44,-$1100 +$800,16,2010,12,Tue,PHI,MIN
12/27/10 20:35,At Atlanta,-2,New Orleans,50,-$140 +$120,16,2010,12,Mon,ATL,NO
12/26/10 13:00,At Miami,-3.5,Detroit,41.5,-$190 +$165,16,2010,12,Sun,MIA,DET
12/26/10 13:00,At Jacksonville,-7,Washington,45.5,-$310 +$260,16,2010,12,Sun,JAC,WAS
12/26/10 13:00,At St. Louis,-2.5,San Francisco,40,-$140 +$120,16,2010,12,Sun,STL,SF
12/26/10 16:15,At Tampa Bay,-5.5,Seattle,43,-$250 +$210,16,2010,12,Sun,TB,SEA
12/26/10 13:00,New England,-7,At Buffalo,46,-$350 +$290,16,2010,12,Sun,NE,BUF
12/26/10 13:00,At Chicago,-2.5,NY Jets,35.5,-$145 +$125,16,2010,12,Sun,CHI,NYJ
12/26/10 13:00,Baltimore,-3.5,At Cleveland,40,-$195 +$170,16,2010,12,Sun,BAL,CLE
12/26/10 13:00,At Kansas City,-4,Tennessee,42.5,-$205 +$175,16,2010,12,Sun,KC,TEN
12/26/10 16:05,Indianapolis,-2,At Oakland,46,-$130 +$110,16,2010,12,Sun,IND,OAK
12/26/10 16:05,Houston,-2,At Denver,49.5,-$130 +$110,16,2010,12,Sun,HOU,DEN
12/26/10 16:15,At Green Bay,-3,NY Giants,43.5,-$165 +$145,16,2010,12,Sun,GB,NYG
12/26/10 16:05,San Diego,-8,At Cincinnati,43.5,-$370 +$310,16,2010,12,Sun,SD,CIN
1/2/10 13:00,At Kansas City,-4.5,Oakland,43,-$230 +$190,17,2010,1,Sat,KC,OAK
1/2/10 13:00,At New England,-4.5,Miami,44,-$215 +$180,17,2010,1,Sat,NE,MIA
1/2/10 16:15,At Indianapolis,-8.5,Tennessee,48,-$475 +$375,17,2010,1,Sat,IND,TEN
1/2/10 16:15,At Houston,-4.5,Jacksonville,47.5,-$225 +$185,17,2010,1,Sat,HOU,JAC
1/2/10 13:00,Pittsburgh,-6.5,At Cleveland,38,-$270 +$230,17,2010,1,Sat,PIT,CLE
1/2/10 13:00,At Baltimore,-9.5,Cincinnati,43,-$500 +$400,17,2010,1,Sat,BAL,CIN
1/2/10 13:00,At Detroit,-3.5,Minnesota,44,-$200 +$170,17,2010,1,Sat,DET,MIN
1/2/10 16:15,NY Giants,-4.5,At Washington,44.5,-$215 +$180,17,2010,1,Sat,NYG,WAS
1/2/10 16:15,At Green Bay,-11.5,Chicago,43.5,-$800 +$600,17,2010,1,Sat,GB,CHI
1/2/10 16:15,Dallas,-2,At Philadelphia,43.5,-$130 +$110,17,2010,1,Sat,DAL,PHI
1/2/10 13:00,At NY Jets,-1,Buffalo,38,-$120 +$100,17,2010,1,Sat,NYJ,BUF
1/2/10 13:00,At Atlanta,-14.5,Carolina,41,-$1100 +$750,17,2010,1,Sat,ATL,CAR
1/2/10 13:00,At New Orleans,-7,Tampa Bay,46.5,-$310 +$260,17,2010,1,Sat,NO,TB
1/2/10 20:25,St. Louis,-3,At Seattle,42.5,-$165 +$145,17,2010,1,Sat,STL,SEA
1/2/10 16:15,At San Francisco,-6,Arizona,39,-$250 +$210,17,2010,1,Sat,SF,ARI
1/2/10 16:15,San Diego,-5,At Denver,47.5,-$230 +$190,17,2010,1,Sat,SD,DEN
9/10/09 20:30,At Pittsburgh,-6.5,Tennessee,36,-$300 +$250,1,2009,9,Thu,PIT,TEN
9/14/09 19:00,At New England,-13,Buffalo,47.5,-$975 +$675,1,2009,9,Mon,NE,BUF
9/14/09 22:15,San Diego,-10.5,At Oakland,43,-$600 +$450,1,2009,9,Mon,SD,OAK
9/13/09 13:00,At Atlanta,-4,Miami,44,-$215 +$180,1,2009,9,Sun,ATL,MIA
9/13/09 13:00,At Baltimore,-13,Kansas City,36.5,-$900 +$625,1,2009,9,Sun,BAL,KC
9/13/09 13:00,Philadelphia,-2.5,At Carolina,43.5,-$145 +$125,1,2009,9,Sun,PHI,CAR
9/13/09 13:00,At Cincinnati,-4.5,Denver,41,-$240 +$195,1,2009,9,Sun,CIN,DEN
9/13/09 13:00,Minnesota,-4,At Cleveland,40,-$220 +$190,1,2009,9,Sun,MIN,CLE
9/13/09 13:00,At Houston,-4.5,NY Jets,44.5,-$220 +$185,1,2009,9,Sun,HOU,NYJ
9/13/09 13:00,At Indianapolis,-6.5,Jacksonville,45.5,-$290 +$240,1,2009,9,Sun,IND,JAC
9/13/09 13:00,At New Orleans,-14,Detroit,50,-$1050 +$750,1,2009,9,Sun,NO,DET
9/13/09 13:00,Dallas,-5.5,At Tampa Bay,40,-$260 +$215,1,2009,9,Sun,DAL,TB
9/13/09 16:15,At Arizona,-5,San Francisco,46,-$230 +$190,1,2009,9,Sun,ARI,SF
9/13/09 16:15,At NY Giants,-6.5,Washington,37,-$280 +$240,1,2009,9,Sun,NYG,WAS
9/13/09 16:15,At Seattle,-7.5,St. Louis,41,-$370 +$300,1,2009,9,Sun,SEA,STL
9/13/09 20:20,At Green Bay,-4.5,Chicago,47,-$240 +$200,1,2009,9,Sun,GB,CHI
9/21/09 20:35,Indianapolis,-3,At Miami,41.5,-$165 +$145,2,2009,9,Mon,IND,MIA
9/20/09 13:00,At Kansas City,-2.5,Oakland,39.5,-$135 +$115,2,2009,9,Sun,KC,OAK
9/20/09 13:00,At Tennessee,-7,Houston,41,-$315 +$250,2,2009,9,Sun,TEN,HOU
9/20/09 13:00,New England,-3.5,At NY Jets,45,-$175 +$155,2,2009,9,Sun,NE,NYJ
9/20/09 13:00,At Green Bay,-7.5,Cincinnati,42,-$390 +$310,2,2009,9,Sun,GB,CIN
9/20/09 13:00,Minnesota,-10,At Detroit,45.5,-$500 +$400,2,2009,9,Sun,MIN,DET
9/20/09 13:00,New Orleans,-3,At Philadelphia,46,-$150 +$130,2,2009,9,Sun,NO,PHI
9/20/09 13:00,At Atlanta,-6,Carolina,43,-$250 +$200,2,2009,9,Sun,ATL,CAR
9/20/09 13:00,At Washington,-9.5,St. Louis,37,-$550 +$400,2,2009,9,Sun,WAS,STL
9/20/09 13:00,At Jacksonville,-3,Arizona,44,-$165 +$145,2,2009,9,Sun,JAC,ARI
9/20/09 16:05,At San Francisco,-1,Seattle,39.5,-$120 +$100,2,2009,9,Sun,SF,SEA
9/20/09 16:05,At Buffalo,-4,Tampa Bay,42,-$200 +$170,2,2009,9,Sun,BUF,TB
9/20/09 16:15,At Denver,-3,Cleveland,38.5,-$180 +$160,2,2009,9,Sun,DEN,CLE
9/20/09 16:15,At San Diego,-1,Baltimore,41,-$120 +$100,2,2009,9,Sun,SD,BAL
9/20/09 16:15,Pittsburgh,-3,At Chicago,38.5,-$145 +$125,2,2009,9,Sun,PIT,CHI
9/20/09 20:20,At Dallas,-3,NY Giants,45,-$145 +$125,2,2009,9,Sun,DAL,NYG
9/28/09 20:35,At Dallas,-8.5,Carolina,48.5,-$400 +$330,3,2009,9,Mon,DAL,CAR
9/27/09 13:00,At NY Jets,-1,Tennessee,36,-$120 +$100,3,2009,9,Sun,NYJ,TEN
9/27/09 13:00,At Houston,-4,Jacksonville,47,-$210 +$180,3,2009,9,Sun,HOU,JAC
9/27/09 13:00,At Philadelphia,-7.5,Kansas City,38.5,-$330 +$270,3,2009,9,Sun,PHI,KC
9/27/09 13:00,At Baltimore,-13.5,Cleveland,39,-$825 +$600,3,2009,9,Sun,BAL,CLE
9/27/09 13:00,NY Giants,-6.5,At Tampa Bay,46,-$270 +$230,3,2009,9,Sun,NYG,TB
9/27/09 13:00,Washington,-6,At Detroit,39,-$260 +$220,3,2009,9,Sun,WAS,DET
9/27/09 13:00,Green Bay,-6.5,At St. Louis,42.5,-$280 +$240,3,2009,9,Sun,GB,STL
9/27/09 13:00,At Minnesota,-6.5,San Francisco,39,-$280 +$240,3,2009,9,Sun,MIN,SF
9/27/09 13:00,At New England,-4.5,Atlanta,45.5,-$240 +$200,3,2009,9,Sun,NE,ATL
9/27/09 16:05,Chicago,-3,At Seattle,37.5,-$155 +$135,3,2009,9,Sun,CHI,SEA
9/27/09 16:05,New Orleans,-6,At Buffalo,51,-$265 +$225,3,2009,9,Sun,NO,BUF
9/27/09 16:15,At San Diego,-5,Miami,45,-$260 +$220,3,2009,9,Sun,SD,MIA
9/27/09 16:15,Pittsburgh,-3.5,At Cincinnati,36.5,-$180 +$160,3,2009,9,Sun,PIT,CIN
9/27/09 16:15,Denver,-2.5,At Oakland,38,-$135 +$115,3,2009,9,Sun,DEN,OAK
9/27/09 20:20,At Arizona,-3,Indianapolis,49.5,-$160 +$140,3,2009,9,Sun,ARI,IND
10/5/09 20:35,At Minnesota,-4.5,Green Bay,46.5,-$230 +$190,4,2009,10,Mon,MIN,GB
10/4/09 13:00,At Houston,-8.5,Oakland,42.5,-$410 +$340,4,2009,10,Sun,HOU,OAK
10/4/09 13:00,Tennessee,-3,At Jacksonville,42,-$180 +$160,4,2009,10,Sun,TEN,JAC
10/4/09 13:00,At New England,-2,Baltimore,45.5,-$135 +$115,4,2009,10,Sun,NE,BAL
10/4/09 13:00,Cincinnati,-6.5,At Cleveland,37.5,-$290 +$240,4,2009,10,Sun,CIN,CLE
10/4/09 13:00,NY Giants,-9,At Kansas City,43,-$425 +$330,4,2009,10,Sun,NYG,KC
10/4/09 13:00,At Chicago,-10,Detroit,43,-$500 +$375,4,2009,10,Sun,CHI,DET
10/4/09 13:00,At Washington,-9,Tampa Bay,36,-$400 +$330,4,2009,10,Sun,WAS,TB
10/4/09 13:00,At Indianapolis,-10,Seattle,43.5,-$550 +$400,4,2009,10,Sun,IND,SEA
10/4/09 16:05,At New Orleans,-7.5,NY Jets,47,-$360 +$300,4,2009,10,Sun,NO,NYJ
10/4/09 16:05,At Miami,-1,Buffalo,37,-$120 +$100,4,2009,10,Sun,MIA,BUF
10/4/09 16:15,At San Francisco,-9.5,St. Louis,37,-$475 +$350,4,2009,10,Sun,SF,STL
10/4/09 16:15,Dallas,-2.5,At Denver,43.5,-$140 +$120,4,2009,10,Sun,DAL,DEN
10/4/09 20:20,At Pittsburgh,-5.5,San Diego,43.5,-$240 +$200,4,2009,10,Sun,PIT,SD
10/12/09 20:35,NY Jets,-3,At Miami,36.5,-$165 +$145,5,2009,10,Mon,NYJ,MIA
10/11/09 13:00,Minnesota,-10.5,At St. Louis,41,-$625 +$450,5,2009,10,Sun,MIN,STL
10/11/09 13:00,Dallas,-7,At Kansas City,43.5,-$350 +$290,5,2009,10,Sun,DAL,KC
10/11/09 13:00,At Carolina,-5,Washington,38,-$260 +$220,5,2009,10,Sun,CAR,WAS
10/11/09 13:00,At Philadelphia,-15.5,Tampa Bay,42,-$1300 +$900,5,2009,10,Sun,PHI,TB
10/11/09 13:00,At NY Giants,-15.5,Oakland,38,-$1300 +$900,5,2009,10,Sun,NYG,OAK
10/11/09 13:00,At Buffalo,-5.5,Cleveland,42,-$250 +$210,5,2009,10,Sun,BUF,CLE
10/11/09 13:00,At Baltimore,-9,Cincinnati,42.5,-$450 +$350,5,2009,10,Sun,BAL,CIN
10/11/09 13:00,Pittsburgh,-11,At Detroit,44,-$700 +$500,5,2009,10,Sun,PIT,DET
10/11/09 16:05,At San Francisco,-1,Atlanta,39.5,-$115 -$105,5,2009,10,Sun,SF,ATL
10/11/09 16:15,New England,-3,At Denver,41.5,-$165 +$145,5,2009,10,Sun,NE,DEN
10/11/09 16:15,At Arizona,-6,Houston,50.5,-$250 +$210,5,2009,10,Sun,ARI,HOU
10/11/09 16:15,At Seattle,-1.5,Jacksonville,44,-$125 +$105,5,2009,10,Sun,SEA,JAC
10/11/09 20:20,Indianapolis,-4,At Tennessee,44.5,-$200 +$175,5,2009,10,Sun,IND,TEN
10/19/09 20:35,At San Diego,-3.5,Denver,45,-$175 +$155,6,2009,10,Mon,SD,DEN
10/18/09 13:00,At Washington,-6,Kansas City,36.5,-$270 +$230,6,2009,10,Sun,WAS,KC
10/18/09 13:00,At Cincinnati,-4,Houston,46,-$200 +$170,6,2009,10,Sun,CIN,HOU
10/18/09 13:00,At Pittsburgh,-14,Cleveland,38,-$1150 +$800,6,2009,10,Sun,PIT,CLE
