,name,pts,source,week,year
0,Adrian Peterson,15.7,ESPN,1,2015
1,Eddie Lacy,14.8,ESPN,1,2015
2,LeSean McCoy,14.8,ESPN,1,2015
3,Marshawn Lynch,14.8,ESPN,1,2015
4,Jeremy Hill,14.6,ESPN,1,2015
5,C.J. Anderson,13.9,ESPN,1,2015
6,DeMarco Murray,13.8,ESPN,1,2015
7,Jamaal Charles,13.7,ESPN,1,2015
8,Mark Ingram,11.4,ESPN,1,2015
9,Lamar Miller,11.2,ESPN,1,2015
10,Carlos Hyde,10.5,ESPN,1,2015
11,Chris Ivory,10.4,ESPN,1,2015
12,Jonathan Stewart,10.1,ESPN,1,2015
13,Andre Ellington,9.9,ESPN,1,2015
14,Matt Forte,9.9,ESPN,1,2015
15,Frank Gore,9.5,ESPN,1,2015
16,Justin Forsett,9.4,ESPN,1,2015
17,Benjamin Cunningham,9.3,ESPN,1,2015
18,Tevin Coleman,9.3,ESPN,1,2015
19,Isaiah Crowell,9.2,ESPN,1,2015
20,Alfred Blue,9.2,ESPN,1,2015
21,Latavius Murray,9.2,ESPN,1,2015
22,Doug Martin,9.1,ESPN,1,2015
23,Melvin Gordon,8.9,ESPN,1,2015
24,Dion Lewis,8.6,ESPN,1,2015
25,DeAngelo Williams,8.6,ESPN,1,2015
26,Alfred Morris,8.3,ESPN,1,2015
27,T.J. Yeldon,8.3,ESPN,1,2015
28,Rashad Jennings,7.8,ESPN,1,2015
29,Ameer Abdullah,7.8,ESPN,1,2015
30,Giovani Bernard,7.3,ESPN,1,2015
31,Devonta Freeman,7.1,ESPN,1,2015
32,Joique Bell,7,ESPN,1,2015
33,Darren McFadden,6.6,ESPN,1,2015
34,Duke Johnson Jr.,6.5,ESPN,1,2015
35,Brandon Bolden,6,ESPN,1,2015
36,Bishop Sankey,5.8,ESPN,1,2015
37,Shane Vereen,5.8,ESPN,1,2015
38,Danny Woodhead,5.7,ESPN,1,2015
39,Ryan Mathews,5.5,ESPN,1,2015
40,Reggie Bush,5,ESPN,1,2015
41,Ronnie Hillman,4.5,ESPN,1,2015
42,Matt Jones,4.4,ESPN,1,2015
43,Bilal Powell,4.3,ESPN,1,2015
44,Javorius Allen,4.3,ESPN,1,2015
45,Darren Sproles,4.3,ESPN,1,2015
46,Lance Dunbar,4.3,ESPN,1,2015
47,Chris Johnson,4.3,ESPN,1,2015
48,Denard Robinson,4.2,ESPN,1,2015
49,Khiry Robinson,4.2,ESPN,1,2015
50,Charles Sims,3.9,ESPN,1,2015
51,James White,3.9,ESPN,1,2015
52,Jonathan Grimes,3.9,ESPN,1,2015
53,Knile Davis,3.6,ESPN,1,2015
54,David Johnson,3.5,ESPN,1,2015
55,Andre Williams,3.2,ESPN,1,2015
56,Mike Tolbert,3.2,ESPN,1,2015
57,Chase Reynolds,3,ESPN,1,2015
58,Josh Robinson,3,ESPN,1,2015
59,Marcus Murphy,2.8,ESPN,1,2015
60,Roy Helu,2.7,ESPN,1,2015
61,Jerick McKinnon,2.7,ESPN,1,2015
62,Will Johnson,2.1,ESPN,1,2015
63,Damien Williams,2,ESPN,1,2015
64,Fred Jackson,2,ESPN,1,2015
65,Karlos Williams,2,ESPN,1,2015
66,Antonio Andrews,1.9,ESPN,1,2015
67,Juwan Thompson,1.9,ESPN,1,2015
68,James Starks,1.8,ESPN,1,2015
69,Chris Polk,1.7,ESPN,1,2015
70,Dri Archer,1.7,ESPN,1,2015
71,Matt Forte,14.7,ESPN,2,2015
72,Eddie Lacy,12.8,ESPN,2,2015
73,Adrian Peterson,12.6,ESPN,2,2015
74,DeMarco Murray,12.3,ESPN,2,2015
75,Jeremy Hill,12.1,ESPN,2,2015
76,Lamar Miller,12.1,ESPN,2,2015
77,Justin Forsett,12,ESPN,2,2015
78,Mark Ingram,11.8,ESPN,2,2015
79,Jamaal Charles,11.7,ESPN,2,2015
80,Marshawn Lynch,11.5,ESPN,2,2015
81,DeAngelo Williams,11.1,ESPN,2,2015
82,Carlos Hyde,10.7,ESPN,2,2015
83,Chris Ivory,10.5,ESPN,2,2015
84,Jonathan Stewart,10.4,ESPN,2,2015
85,Ameer Abdullah,10.3,ESPN,2,2015
86,Tevin Coleman,9.9,ESPN,2,2015
87,Frank Gore,9.9,ESPN,2,2015
88,Rashad Jennings,9.6,ESPN,2,2015
89,Alfred Morris,9.6,ESPN,2,2015
90,LeSean McCoy,9.5,ESPN,2,2015
91,C.J. Anderson,9.5,ESPN,2,2015
92,Chris Johnson,9.4,ESPN,2,2015
93,Isaiah Crowell,9.3,ESPN,2,2015
94,Latavius Murray,9.3,ESPN,2,2015
95,Tre Mason,9.2,ESPN,2,2015
96,Doug Martin,9.2,ESPN,2,2015
97,Bishop Sankey,8,ESPN,2,2015
98,T.J. Yeldon,8,ESPN,2,2015
99,LeGarrette Blount,7.9,ESPN,2,2015
100,Danny Woodhead,7.9,ESPN,2,2015
101,Melvin Gordon,7.4,ESPN,2,2015
102,Dion Lewis,7.2,ESPN,2,2015
103,Giovani Bernard,7.1,ESPN,2,2015
104,Devonta Freeman,6.7,ESPN,2,2015
105,Benjamin Cunningham,6.6,ESPN,2,2015
106,Alfred Blue,6.5,ESPN,2,2015
107,David Johnson,6.3,ESPN,2,2015
108,Khiry Robinson,6.1,ESPN,2,2015
109,Joique Bell,5.8,ESPN,2,2015
110,Darren Sproles,5.8,ESPN,2,2015
111,Ronnie Hillman,5.8,ESPN,2,2015
112,Shane Vereen,5.8,ESPN,2,2015
113,Duke Johnson Jr.,5.5,ESPN,2,2015
114,Bilal Powell,5.3,ESPN,2,2015
115,Darren McFadden,4.7,ESPN,2,2015
116,Josh Robinson,4.5,ESPN,2,2015
117,C.J. Spiller,4.4,ESPN,2,2015
118,Ryan Mathews,4.3,ESPN,2,2015
119,Lance Dunbar,4.1,ESPN,2,2015
120,Charles Sims,3.9,ESPN,2,2015
121,Jonathan Grimes,3.8,ESPN,2,2015
122,Lorenzo Taliaferro,3.8,ESPN,2,2015
123,Roy Helu,3.8,ESPN,2,2015
124,Karlos Williams,3.3,ESPN,2,2015
125,Andre Williams,3.3,ESPN,2,2015
126,Terrance West,3.1,ESPN,2,2015
127,Jarryd Hayne,2.8,ESPN,2,2015
128,Jerick McKinnon,2.8,ESPN,2,2015
129,Chris Polk,2.7,ESPN,2,2015
130,Denard Robinson,2.6,ESPN,2,2015
131,Will Johnson,2.5,ESPN,2,2015
132,Knile Davis,2.5,ESPN,2,2015
133,Damien Williams,2,ESPN,2,2015
134,Matt Jones,1.9,ESPN,2,2015
135,Jacquizz Rodgers,1.8,ESPN,2,2015
136,Fred Jackson,1.8,ESPN,2,2015
137,James Starks,1.7,ESPN,2,2015
138,Fozzy Whittaker,1.7,ESPN,2,2015
139,Marcel Reece,1.5,ESPN,2,2015
140,Adrian Peterson,15.2,ESPN,3,2015
141,Marshawn Lynch,14.8,ESPN,3,2015
142,Le'Veon Bell,13.9,ESPN,3,2015
143,Jamaal Charles,13,ESPN,3,2015
144,Latavius Murray,12.2,ESPN,3,2015
145,Jonathan Stewart,11.8,ESPN,3,2015
146,Matt Forte,11.4,ESPN,3,2015
147,Justin Forsett,11.4,ESPN,3,2015
148,DeMarco Murray,11.1,ESPN,3,2015
149,Devonta Freeman,10.9,ESPN,3,2015
150,LeSean McCoy,10.8,ESPN,3,2015
151,James Starks,10.5,ESPN,3,2015
152,C.J. Anderson,10.2,ESPN,3,2015
153,Lamar Miller,10.2,ESPN,3,2015
154,Carlos Hyde,10,ESPN,3,2015
155,Isaiah Crowell,9.9,ESPN,3,2015
156,Frank Gore,9.9,ESPN,3,2015
157,Dion Lewis,9.8,ESPN,3,2015
158,Chris Johnson,9.6,ESPN,3,2015
159,Bilal Powell,9.5,ESPN,3,2015
160,Ameer Abdullah,9.3,ESPN,3,2015
161,Melvin Gordon,9.3,ESPN,3,2015
162,T.J. Yeldon,9.2,ESPN,3,2015
163,Doug Martin,9,ESPN,3,2015
164,Jeremy Hill,8.9,ESPN,3,2015
165,LeGarrette Blount,8.6,ESPN,3,2015
166,Duke Johnson Jr.,8.5,ESPN,3,2015
167,Tre Mason,8.2,ESPN,3,2015
168,Chris Polk,7.9,ESPN,3,2015
169,Rashad Jennings,7.6,ESPN,3,2015
170,Matt Jones,7.6,ESPN,3,2015
171,David Johnson,7.5,ESPN,3,2015
172,Mark Ingram,7.2,ESPN,3,2015
173,Shane Vereen,7.1,ESPN,3,2015
174,Danny Woodhead,7.1,ESPN,3,2015
175,Bishop Sankey,7,ESPN,3,2015
176,Giovani Bernard,6.8,ESPN,3,2015
177,Ronnie Hillman,6.4,ESPN,3,2015
178,Alfred Morris,6.2,ESPN,3,2015
179,Alfred Blue,5.9,ESPN,3,2015
180,Zac Stacy,5.7,ESPN,3,2015
181,C.J. Spiller,5.2,ESPN,3,2015
182,Charles Sims,4.9,ESPN,3,2015
183,Todd Gurley,4.9,ESPN,3,2015
184,Joique Bell,4.7,ESPN,3,2015
185,Darren McFadden,4.7,ESPN,3,2015
186,Lorenzo Taliaferro,4.6,ESPN,3,2015
187,Josh Robinson,4.6,ESPN,3,2015
188,Andre Williams,4.5,ESPN,3,2015
189,Jonathan Grimes,4.2,ESPN,3,2015
190,Darren Sproles,4.1,ESPN,3,2015
191,Lance Dunbar,3.9,ESPN,3,2015
192,Terron Ward,3.8,ESPN,3,2015
193,Karlos Williams,3.2,ESPN,3,2015
194,Benjamin Cunningham,3.1,ESPN,3,2015
195,Damien Williams,3,ESPN,3,2015
196,Terrance West,3,ESPN,3,2015
197,Jerick McKinnon,2.7,ESPN,3,2015
198,Khiry Robinson,2.7,ESPN,3,2015
199,Theo Riddick,2.7,ESPN,3,2015
200,DeAngelo Williams,2.6,ESPN,3,2015
201,Knile Davis,2.4,ESPN,3,2015
202,Mike Tolbert,2.3,ESPN,3,2015
203,Fred Jackson,2,ESPN,3,2015
204,Alonzo Harris,1.8,ESPN,3,2015
205,Ryan Mathews,1.7,ESPN,3,2015
206,Marcel Reece,1.6,ESPN,3,2015
207,Mike Davis,1.6,ESPN,3,2015
208,Jeremy Langford,1.5,ESPN,3,2015
209,Toby Gerhart,1.5,ESPN,3,2015
210,Chris Thompson,1.5,ESPN,3,2015
211,Devonta Freeman,16,ESPN,4,2015
212,Matt Forte,15.7,ESPN,4,2015
213,Le'Veon Bell,14,ESPN,4,2015
214,Karlos Williams,13.4,ESPN,4,2015
215,Latavius Murray,13.1,ESPN,4,2015
216,Eddie Lacy,13.1,ESPN,4,2015
217,Jamaal Charles,12.8,ESPN,4,2015
218,Arian Foster,12.4,ESPN,4,2015
219,Melvin Gordon,11.9,ESPN,4,2015
220,Carlos Hyde,11.8,ESPN,4,2015
221,Adrian Peterson,11.7,ESPN,4,2015
222,Frank Gore,11.3,ESPN,4,2015
223,Mark Ingram,11,ESPN,4,2015
224,Justin Forsett,10.5,ESPN,4,2015
225,Jeremy Hill,10.4,ESPN,4,2015
226,Jonathan Stewart,10.3,ESPN,4,2015
227,C.J. Anderson,9.9,ESPN,4,2015
228,T.J. Yeldon,9.5,ESPN,4,2015
229,Lamar Miller,9.3,ESPN,4,2015
230,DeMarco Murray,9,ESPN,4,2015
231,Giovani Bernard,8.6,ESPN,4,2015
232,Matt Jones,8.4,ESPN,4,2015
233,Chris Johnson,8.4,ESPN,4,2015
234,Danny Woodhead,8.3,ESPN,4,2015
235,Isaiah Crowell,8.3,ESPN,4,2015
236,Ameer Abdullah,8,ESPN,4,2015
237,Doug Martin,7.7,ESPN,4,2015
238,Thomas Rawls,7.5,ESPN,4,2015
239,Chris Ivory,7.2,ESPN,4,2015
240,Bilal Powell,6.7,ESPN,4,2015
241,Duke Johnson Jr.,6.6,ESPN,4,2015
242,C.J. Spiller,6.6,ESPN,4,2015
243,Todd Gurley,6.5,ESPN,4,2015
244,Ronnie Hillman,6.2,ESPN,4,2015
245,Alfred Morris,5.8,ESPN,4,2015
246,David Johnson,5.7,ESPN,4,2015
247,Alfred Blue,5.6,ESPN,4,2015
248,Rashad Jennings,5.6,ESPN,4,2015
249,Shane Vereen,5.5,ESPN,4,2015
250,Darren Sproles,5.3,ESPN,4,2015
251,Boobie Dixon,5.2,ESPN,4,2015
252,Ryan Mathews,5.2,ESPN,4,2015
253,Reggie Bush,5.1,ESPN,4,2015
254,Charles Sims,4.8,ESPN,4,2015
255,Tre Mason,4.8,ESPN,4,2015
256,Marshawn Lynch,4.7,ESPN,4,2015
257,Lorenzo Taliaferro,4.5,ESPN,4,2015
258,Andre Ellington,4.3,ESPN,4,2015
259,Darren McFadden,4.2,ESPN,4,2015
260,Lance Dunbar,4,ESPN,4,2015
261,Theo Riddick,3.8,ESPN,4,2015
262,Mike Tolbert,3.5,ESPN,4,2015
263,Terron Ward,3.3,ESPN,4,2015
264,Josh Robinson,3.3,ESPN,4,2015
265,Fred Jackson,3.2,ESPN,4,2015
266,Damien Williams,3.1,ESPN,4,2015
267,Roy Helu,3,ESPN,4,2015
268,Andre Williams,3,ESPN,4,2015
269,James Starks,2.8,ESPN,4,2015
270,DeAngelo Williams,2.6,ESPN,4,2015
271,Benjamin Cunningham,2.5,ESPN,4,2015
272,Chris Thompson,2.4,ESPN,4,2015
273,Knile Davis,2.2,ESPN,4,2015
274,Khiry Robinson,2.1,ESPN,4,2015
275,Zach Zenner,1.9,ESPN,4,2015
276,Jacquizz Rodgers,1.8,ESPN,4,2015
277,Marcel Reece,1.8,ESPN,4,2015
278,Kyle Juszczyk,1.6,ESPN,4,2015
279,Jeremy Langford,1.5,ESPN,4,2015
280,Jerick McKinnon,1.5,ESPN,4,2015
281,Toby Gerhart,1.5,ESPN,4,2015
282,Javorius Allen,0.5,ESPN,4,2015
283,Austin Johnson,0.5,ESPN,4,2015
284,Matt Asiata,0.5,ESPN,4,2015
285,Marcus Thigpen,0.4,ESPN,4,2015
286,Jamaal Charles,17.9,ESPN,5,2015
287,Le'Veon Bell,17.3,ESPN,5,2015
288,Matt Forte,15.1,ESPN,5,2015
289,Devonta Freeman,15,ESPN,5,2015
290,Justin Forsett,14.3,ESPN,5,2015
291,Arian Foster,13.1,ESPN,5,2015
292,DeMarco Murray,12.6,ESPN,5,2015
293,Eddie Lacy,12.4,ESPN,5,2015
294,Dion Lewis,12.2,ESPN,5,2015
295,Todd Gurley,10.7,ESPN,5,2015
296,T.J. Yeldon,10.3,ESPN,5,2015
297,Latavius Murray,10.1,ESPN,5,2015
298,Mark Ingram,10,ESPN,5,2015
299,Carlos Hyde,10,ESPN,5,2015
300,Frank Gore,10,ESPN,5,2015
301,Ameer Abdullah,9.7,ESPN,5,2015
302,Doug Martin,9.1,ESPN,5,2015
303,Thomas Rawls,8.7,ESPN,5,2015
304,Boobie Dixon,8.6,ESPN,5,2015
305,Giovani Bernard,8.5,ESPN,5,2015
306,Danny Woodhead,8.1,ESPN,5,2015
307,Melvin Gordon,7.9,ESPN,5,2015
308,Chris Johnson,7.7,ESPN,5,2015
309,Ronnie Hillman,7.7,ESPN,5,2015
310,Jeremy Hill,7.7,ESPN,5,2015
311,Alfred Morris,7.6,ESPN,5,2015
312,Rashad Jennings,7.6,ESPN,5,2015
313,C.J. Anderson,7.5,ESPN,5,2015
314,Darren McFadden,7.1,ESPN,5,2015
315,LeGarrette Blount,6.6,ESPN,5,2015
316,Matt Jones,6.5,ESPN,5,2015
317,Isaiah Crowell,6.4,ESPN,5,2015
318,Duke Johnson Jr.,6.3,ESPN,5,2015
319,Andre Ellington,6.1,ESPN,5,2015
320,Andre Williams,6,ESPN,5,2015
321,Shane Vereen,5.8,ESPN,5,2015
322,Antonio Andrews,5.8,ESPN,5,2015
323,Darren Sproles,5.8,ESPN,5,2015
324,Theo Riddick,5.2,ESPN,5,2015
325,Tevin Coleman,5.1,ESPN,5,2015
326,C.J. Spiller,4.9,ESPN,5,2015
327,Javorius Allen,4.8,ESPN,5,2015
328,Daniel Herron,4.4,ESPN,5,2015
329,Bishop Sankey,4.2,ESPN,5,2015
330,Khiry Robinson,4.1,ESPN,5,2015
331,Charles Sims,3.8,ESPN,5,2015
332,Reggie Bush,3.7,ESPN,5,2015
333,David Johnson,3.7,ESPN,5,2015
334,Ryan Mathews,3.1,ESPN,5,2015
335,Alfred Blue,3.1,ESPN,5,2015
336,Charcandrick West,2.9,ESPN,5,2015
337,James Starks,2.8,ESPN,5,2015
338,Chris Thompson,2.8,ESPN,5,2015
339,Roy Helu,2.7,ESPN,5,2015
340,Cierre Wood,2.1,ESPN,5,2015
341,Josh Robinson,2,ESPN,5,2015
342,Benjamin Cunningham,1.6,ESPN,5,2015
343,Zach Zenner,1.6,ESPN,5,2015
344,Jacquizz Rodgers,1.5,ESPN,5,2015
345,Marcel Reece,1.5,ESPN,5,2015
346,DeAngelo Williams,1.5,ESPN,5,2015
347,Fred Jackson,1.4,ESPN,5,2015
348,Kyle Juszczyk,1.4,ESPN,5,2015
349,Toby Gerhart,1.4,ESPN,5,2015
350,Brandon Bolden,0.6,ESPN,5,2015
351,Derrick Coleman,0.5,ESPN,5,2015
352,Chris Polk,0.5,ESPN,5,2015
353,Knile Davis,0.4,ESPN,5,2015
354,Bernard Pierce,0.4,ESPN,5,2015
355,Bobby Rainey,0.3,ESPN,5,2015
356,Tre Mason,0.3,ESPN,5,2015
357,Branden Oliver,0.3,ESPN,5,2015
358,Devonta Freeman,17.9,ESPN,6,2015
359,Matt Forte,16.6,ESPN,6,2015
360,Le'Veon Bell,15.1,ESPN,6,2015
361,Adrian Peterson,14.7,ESPN,6,2015
362,Arian Foster,13.5,ESPN,6,2015
363,Eddie Lacy,13.1,ESPN,6,2015
364,Marshawn Lynch,12.8,ESPN,6,2015
365,Mark Ingram,12,ESPN,6,2015
366,DeMarco Murray,12,ESPN,6,2015
367,LeSean McCoy,11.2,ESPN,6,2015
368,Carlos Hyde,11.1,ESPN,6,2015
369,Lamar Miller,9.9,ESPN,6,2015
370,Giovani Bernard,9.8,ESPN,6,2015
371,Frank Gore,9.8,ESPN,6,2015
372,LeGarrette Blount,9.7,ESPN,6,2015
373,Dion Lewis,9.7,ESPN,6,2015
374,C.J. Anderson,9.7,ESPN,6,2015
375,Justin Forsett,9.5,ESPN,6,2015
376,Chris Ivory,9.5,ESPN,6,2015
377,Ronnie Hillman,8.6,ESPN,6,2015
378,Alfred Morris,8.5,ESPN,6,2015
379,Charcandrick West,8.4,ESPN,6,2015
380,Danny Woodhead,8,ESPN,6,2015
381,Chris Johnson,7.5,ESPN,6,2015
382,Melvin Gordon,7.5,ESPN,6,2015
383,Javorius Allen,7.5,ESPN,6,2015
384,Ameer Abdullah,7.3,ESPN,6,2015
385,Jonathan Stewart,6.9,ESPN,6,2015
386,Denard Robinson,6.8,ESPN,6,2015
387,Antonio Andrews,6.7,ESPN,6,2015
388,Duke Johnson Jr.,6.2,ESPN,6,2015
389,Jeremy Hill,6.2,ESPN,6,2015
390,Chris Thompson,5.8,ESPN,6,2015
391,Rashad Jennings,5.7,ESPN,6,2015
392,Shane Vereen,5.5,ESPN,6,2015
393,Zach Zenner,5.4,ESPN,6,2015
394,Toby Gerhart,5.4,ESPN,6,2015
395,C.J. Spiller,5.3,ESPN,6,2015
396,James Starks,5.3,ESPN,6,2015
397,Bilal Powell,5.1,ESPN,6,2015
398,Isaiah Crowell,5,ESPN,6,2015
399,Tevin Coleman,4.9,ESPN,6,2015
400,Khiry Robinson,4.7,ESPN,6,2015
401,Andre Ellington,4.6,ESPN,6,2015
402,Bishop Sankey,4.6,ESPN,6,2015
403,Darren Sproles,4.5,ESPN,6,2015
404,Theo Riddick,4.4,ESPN,6,2015
405,Knile Davis,3.6,ESPN,6,2015
406,David Johnson,3.5,ESPN,6,2015
407,Andre Williams,3.1,ESPN,6,2015
408,Mike Davis,3,ESPN,6,2015
409,Ryan Mathews,2.9,ESPN,6,2015
410,Mike Tolbert,2.8,ESPN,6,2015
411,Daniel Herron,2.7,ESPN,6,2015
412,Chris Polk,1.8,ESPN,6,2015
413,Jeremy Langford,1.8,ESPN,6,2015
414,Jerick McKinnon,1.7,ESPN,6,2015
415,Damien Williams,1.7,ESPN,6,2015
416,Josh Robinson,1.7,ESPN,6,2015
417,Thomas Rawls,1.6,ESPN,6,2015
418,Zac Stacy,1.5,ESPN,6,2015
419,Fred Jackson,1.5,ESPN,6,2015
420,Kyle Juszczyk,1.5,ESPN,6,2015
421,Boobie Dixon,1.5,ESPN,6,2015
422,Jonathan Grimes,1.4,ESPN,6,2015
423,DeAngelo Williams,1.3,ESPN,6,2015
424,Matt Asiata,0.8,ESPN,6,2015
425,Ahmad Bradshaw,0.6,ESPN,6,2015
426,Jonas Gray,0.6,ESPN,6,2015
427,John Kuhn,0.5,ESPN,6,2015
428,Corey Grant,0.5,ESPN,6,2015
429,Michael Burton,0.3,ESPN,6,2015
430,Jarryd Hayne,0.3,ESPN,6,2015
431,Austin Johnson,0.3,ESPN,6,2015
432,Marcus Murphy,0.3,ESPN,6,2015
433,Darrel Young,0.3,ESPN,6,2015
434,Jalston Fowler,0.3,ESPN,6,2015
435,Todd Gurley,17.1,ESPN,7,2015
436,Devonta Freeman,17.1,ESPN,7,2015
437,Le'Veon Bell,15.3,ESPN,7,2015
438,Adrian Peterson,15.1,ESPN,7,2015
439,LeSean McCoy,13.9,ESPN,7,2015
440,Marshawn Lynch,13.4,ESPN,7,2015
441,Arian Foster,12.5,ESPN,7,2015
442,Latavius Murray,12.1,ESPN,7,2015
443,Lamar Miller,11.9,ESPN,7,2015
444,Justin Forsett,11.8,ESPN,7,2015
445,Frank Gore,11.4,ESPN,7,2015
446,Chris Ivory,11.3,ESPN,7,2015
447,Mark Ingram,11,ESPN,7,2015
448,Matt Jones,11,ESPN,7,2015
449,DeMarco Murray,10.4,ESPN,7,2015
450,Doug Martin,10.1,ESPN,7,2015
451,Carlos Hyde,9.6,ESPN,7,2015
452,LeGarrette Blount,9.6,ESPN,7,2015
453,Chris Johnson,9.3,ESPN,7,2015
454,Rashad Jennings,9.3,ESPN,7,2015
455,Alfred Morris,8.8,ESPN,7,2015
456,Jonathan Stewart,8.6,ESPN,7,2015
457,Danny Woodhead,8.3,ESPN,7,2015
458,T.J. Yeldon,7.5,ESPN,7,2015
459,Branden Oliver,6.9,ESPN,7,2015
460,Ameer Abdullah,6.7,ESPN,7,2015
461,Shane Vereen,6.6,ESPN,7,2015
462,Antonio Andrews,6.6,ESPN,7,2015
463,Duke Johnson Jr.,6.1,ESPN,7,2015
464,Charcandrick West,6,ESPN,7,2015
465,James White,5.9,ESPN,7,2015
466,C.J. Spiller,5,ESPN,7,2015
467,Joique Bell,5,ESPN,7,2015
468,Charles Sims,4.9,ESPN,7,2015
469,Tevin Coleman,4.9,ESPN,7,2015
470,Ahmad Bradshaw,4.7,ESPN,7,2015
471,Darren McFadden,4.5,ESPN,7,2015
472,Zac Stacy,4.4,ESPN,7,2015
473,Javorius Allen,4.4,ESPN,7,2015
474,Khiry Robinson,4.4,ESPN,7,2015
475,Benjamin Cunningham,4.4,ESPN,7,2015
476,Theo Riddick,4.4,ESPN,7,2015
477,David Johnson,4.3,ESPN,7,2015
478,Bishop Sankey,4.1,ESPN,7,2015
479,Darren Sproles,4.1,ESPN,7,2015
480,Isaiah Crowell,3.9,ESPN,7,2015
481,Knile Davis,3.4,ESPN,7,2015
482,Roy Helu,3,ESPN,7,2015
483,Andre Williams,3,ESPN,7,2015
484,Ryan Mathews,2.9,ESPN,7,2015
485,Reggie Bush,2.7,ESPN,7,2015
486,Kyle Juszczyk,2.6,ESPN,7,2015
487,Alfred Blue,2.6,ESPN,7,2015
488,Robert Turbin,2.5,ESPN,7,2015
489,Matt Asiata,2.2,ESPN,7,2015
490,Andre Ellington,2,ESPN,7,2015
491,Daniel Herron,2,ESPN,7,2015
492,Damien Williams,2,ESPN,7,2015
493,Mike Tolbert,1.9,ESPN,7,2015
494,Marcel Reece,1.8,ESPN,7,2015
495,Fred Jackson,1.6,ESPN,7,2015
496,Donald Brown,1.5,ESPN,7,2015
497,Jerick McKinnon,1.4,ESPN,7,2015
498,Thomas Rawls,1.4,ESPN,7,2015
499,DeAngelo Williams,1.4,ESPN,7,2015
500,Denard Robinson,1.3,ESPN,7,2015
501,Jonas Gray,0.4,ESPN,7,2015
502,Darrel Young,0.4,ESPN,7,2015
503,Jamize Olawale,0.4,ESPN,7,2015
504,Anthony Sherman,0.3,ESPN,7,2015
505,Boobie Dixon,0.3,ESPN,7,2015
506,Fozzy Whittaker,0.3,ESPN,7,2015
507,Toby Gerhart,0.3,ESPN,7,2015
508,Devonta Freeman,18.6,ESPN,8,2015
509,Justin Forsett,16.7,ESPN,8,2015
510,Le'Veon Bell,15.9,ESPN,8,2015
511,Todd Gurley,15.7,ESPN,8,2015
512,Matt Forte,15.5,ESPN,8,2015
513,Chris Ivory,12.6,ESPN,8,2015
514,Adrian Peterson,12.4,ESPN,8,2015
515,Mark Ingram,12.2,ESPN,8,2015
516,Marshawn Lynch,11.7,ESPN,8,2015
517,Chris Johnson,11.5,ESPN,8,2015
518,Jonathan Stewart,10.8,ESPN,8,2015
519,Doug Martin,10.7,ESPN,8,2015
520,LeGarrette Blount,10.5,ESPN,8,2015
521,Darren McFadden,10.3,ESPN,8,2015
522,Charcandrick West,10.3,ESPN,8,2015
523,Lamar Miller,9.9,ESPN,8,2015
524,Frank Gore,9,ESPN,8,2015
525,Dion Lewis,8.7,ESPN,8,2015
526,Eddie Lacy,8.5,ESPN,8,2015
527,Giovani Bernard,8.3,ESPN,8,2015
528,Danny Woodhead,8.3,ESPN,8,2015
529,Reggie Bush,8.1,ESPN,8,2015
530,Latavius Murray,8,ESPN,8,2015
531,Jeremy Hill,7.6,ESPN,8,2015
532,Antonio Andrews,7.3,ESPN,8,2015
533,Alfred Blue,7.1,ESPN,8,2015
534,Ronnie Hillman,7,ESPN,8,2015
535,Ameer Abdullah,6.9,ESPN,8,2015
536,Shane Vereen,6.7,ESPN,8,2015
537,Duke Johnson Jr.,6.3,ESPN,8,2015
538,C.J. Spiller,6.2,ESPN,8,2015
539,Khiry Robinson,6.2,ESPN,8,2015
540,Andre Ellington,6.1,ESPN,8,2015
541,Chris Polk,6.1,ESPN,8,2015
542,Rashad Jennings,5.7,ESPN,8,2015
543,Charles Sims,5.5,ESPN,8,2015
544,C.J. Anderson,5.4,ESPN,8,2015
545,Javorius Allen,5.1,ESPN,8,2015
546,Zac Stacy,4.3,ESPN,8,2015
547,Tevin Coleman,4,ESPN,8,2015
548,Orleans Darkwa,4,ESPN,8,2015
549,Isaiah Crowell,4,ESPN,8,2015
550,Melvin Gordon,3.9,ESPN,8,2015
551,James Starks,3.9,ESPN,8,2015
552,Theo Riddick,3.7,ESPN,8,2015
553,David Johnson,3.6,ESPN,8,2015
554,Joique Bell,3.6,ESPN,8,2015
555,Benjamin Cunningham,3.5,ESPN,8,2015
556,Jonathan Grimes,3,ESPN,8,2015
557,Marcel Reece,2.9,ESPN,8,2015
558,Ahmad Bradshaw,2.8,ESPN,8,2015
559,Robert Turbin,2.6,ESPN,8,2015
560,Knile Davis,2.6,ESPN,8,2015
561,Mike Davis,2.6,ESPN,8,2015
562,Mike Tolbert,2.4,ESPN,8,2015
563,Jeremy Langford,1.8,ESPN,8,2015
564,Branden Oliver,1.7,ESPN,8,2015
565,Bishop Sankey,1.7,ESPN,8,2015
566,Andre Williams,1.7,ESPN,8,2015
567,Kyle Juszczyk,1.6,ESPN,8,2015
568,Jerick McKinnon,1.5,ESPN,8,2015
569,Fred Jackson,1.5,ESPN,8,2015
570,Thomas Rawls,1.4,ESPN,8,2015
571,DeAngelo Williams,1.3,ESPN,8,2015
572,Damien Williams,0.7,ESPN,8,2015
573,Matt Asiata,0.6,ESPN,8,2015
574,Spencer Ware,0.5,ESPN,8,2015
